○  2023~2025년 기관별 수상작 내역							
기관명	수상연도	수상내역	상금 (만원)	기업명 (기업이 아닐 시 작성X)	참가팀(팀명)	아이템명	아이템 내용(간단히)	활용 공공데이터(대표 2~3개)	분야 (아이디어 기획 / 제품 및 서비스 개발)
한국사회보장정보원	2025	장려상	100	-	김민O	CARE-NET	고독사 고위험군 발굴·복지 사각지대 해소·아동학대 예방을 위해 공공·민간 빅데이터를 실시간으로 분석하는 위기 감지 연동형 스마트 복지 AI 플랫폼	건강보험 진료내역(국민건강보험공단), 기초생활수급자 정보(보건복지부)	아이디어 기획
서울특별시	2025	대상	200		콩밭	콩콩밭밭	도시농업 통합 플랫폼	서울도시농업 학습과 체험의 텃밭 분양 정보 서울도시농업 학습과 체험의 배우러 가기 정보 서울시 실시간 도시데이터 서울농부포털 정책자료 및 도시농업정책 정보	아이디어 기획
서울특별시	2025	최우수상	150		Team VIF	BUDDs	외국인 유학생 대상 공공서비스 안내 서비스	서울시 외국어 가능 약국 정보 서울특별시 외국어 가능 약국 정보 (중국어 간체) 서울시 의료관광허가 의료기관 정보 (중국어 간체) 서울시 의료관광허가 의료기관 정보 (영어) 서울시 공공와이파이 서비스 위치 정보 서울시 글로벌부동산중개사무소 현황 서울시 공공서비스예약(종합) 정보 서울시 영문 공공서비스예약 정보 서울시 문화행사 정보 서울 외국인포털 교육프로그램 서울시 외국인 생활 정보 데이터 서울시 외국인 채용 공고 데이터 서울시 대중교통 이용패턴 정보	아이디어 기획
서울특별시	2025	우수상	100		SEOUL MATE	소원메이트	시니어 버킷리스트 달성 도움 서비스	서울시 사회복지시설 목록 서울시 공공 체육시설별 운영프로그램 정보 서울시 평생학습포털 오프라인강좌 정보	아이디어 기획
서울특별시	2025	특별상	50		두껍아 두껍아 새집 줄게, 헌집 다오	RE:HOME	빈집 소유주와 소비자를 이어주는 도시재생과 지역활성화를 돕는 서비스	빈집 현황 데이터 문화공간 정보 체육시설 정보 공연장 현황	아이디어 기획
서울특별시	2025	대상	400	아리사코리아	아리사코리아	복덕방AI연구소	나의 조건을 입력하여 집을 추천받는 AI 플랫폼	서울시 병의원 위치 정보 서울시 지하철 실시간 도착정보 서울시 지하철 실시간 열차 위치정보 국토교통부 실거래가 K-apt 공공데이터	제품 및 서비스 개발
서울특별시	2025	최우수상	150		제인	타잔	서울 진입 청년들의 주거 공간을 구하는 가이드 제공	식품판매업(기타) 인허가 정보 휴게음식업 인허가 정보 체육도장업 인허가 정보 병원 인허가 정보 의원 인허가 정보 주요 공원현황 자치회관 현황 안심이 CCTV 연계 현황	제품 및 서비스 개발
서울특별시	2025	우수상	100	페타프레임	정광섭	모시다	시니어 재취업 AI 구직 지원 서비스	서울시 강북구 재가장기요양기관 현황 국민건강보험공단_장기요양기관 검색 서비스	제품 및 서비스 개발
서울특별시	2025	특별상	100		나비벗	나비잡고	공공데이터를 활용한 노인복지시설 정보 제공 	서울시 일자리포털 채용정보 서울시 50플러스포털 교육정보 서울시 사회복지시설(노인일자리지원기관) 목록	제품 및 서비스 개발
식품의약품안전처	2025	최우수상	500	㈜비아	부엉이들	아울러	프랜차이즈·자영업자 등의 요구에 맞춰 안전 점검사항을 선별하고, 매장 상태를 사진을 통해 AI로 분석하여 맞춤형 개선 가이드 제공	과태료·행정처분 등 업체 정보(식약처), 안전기준 설정을 위한 법령·가이드 정보(식약처)	아이디어 기획
식품의약품안전처	2025	우수상	250		하늬	Try All	임상시험 수요자(국민)-공급자(연구자·기관)를 연결하여 수요자에게 맞춤형 임상시험 추천·건강관리 및 공급자는 시험대상자 확보·관리	의약품 임상시험 계획 선정기준 정보(식약처), 의약품 임상시험 계획 상세정보(식약처), 의약품 낱알식별 정보(식약처) 등	아이디어 기획
식품의약품안전처	2025	우수상	250	리얼타임메디체크	VaxRights	UDI 기반 백신 안전 체크 	의료기관에서 백신 포함된 용기·주사기의 UDI코드 부분을 스캐너에 대면 백신 안전 정보(유효기간, 행정처분 등) 제공 및 접종자 이력(이상반응 및 자가진단 보고서 등) 관리 	의료기기 표준코드정보(식약처), 감염병 백신 의약품 제품정보(식약처), 의료기기 이상사례 간편표준코드집(식약처)	제품 및 서비스 개발
식품의약품안전처	2025	장려상	100		ㅁㅂㅈ	마약탐지봇	의료용 마약류의 다양한 처방 패턴 분석, 오남용 사례 등 이상 상황을 탐지하여 정책과 연계한 분석 아이디어	월별 마약류 취급자 현황 서비스(식약처), 연별 의료용 마약류 효능별·성분별 처방 현황 서비스(식약처), 의약품 제품 허가정보 및 행정처분 정보(식약처)	분석
식품의약품안전처	2025	장려상	100		푸드로직	푸드로직	외식업체에서 원료를 입력하면 메뉴 원가 및 영양성분 분석을 자동으로 산출·제공해주는 웹사이트 개발	전국통합식품 영양성분 정보 표준데이터(식약처), 전국통합식품 영양성분 정보(음식업) 표준데이터(식약처)	아이디어 기획
외교부	2025	최우수상	300		SafetyCraft	SAFE GUARD	외교부의 공공데이터와 AI를 결합하여 국민 모두를 위한 혁신적인 길찾기, 신고 등의 해외 안전 종합 서비스 앱	1. 외교부_국가·지역별 재외공관 정보 2. 외교부_국가∙지역별 안전공지 3. 외교부_국가∙지역별 여행경보	제품 또는 서비스 개발
외교부	2025	우수상	200		머물음	‘머물러 배우고 성장한다’: 챗봇 기반 AI 동반자 서비스, 머물음터	외교부 공공데이터와 생성형 AI를 결합하여 유학 및 교환학생을 준비하는 청년들에게 안전하고 신뢰성 높은 정보를 제공	1. 외교부_국가 지역별 입국허가요건 2. 외교부_사건사고 예방정보 3. 외교부_국가·지역별 재외공관 정보	아이디어 기획
외교부	2025	장려상	100		JUST	Wholic(홀릭)	외교부 공공데이터를 활용하여 워킹홀리데이 참가 청년들의 안전하고 성공적인 해외 생활을 지원하는 모바일 플랫폼	1. 지역별 입국 요건, 치안·안전 정보, 여행경보, 의료환경, 채용 데이터 (공공데이터 포털 API) 2. 한류 확산 및 공공외교 관련 산업 데이터(공공데이터 포털 API) 3. ODA 사업 목록 및 발간	아이디어 기획
외교부	2025	장려상	100		디플로	당신의 AI문화공공외교 컨설턴트 디플로	세계 문화공공외교 사업 추진기관 및 협력기관에 근무하는 실무자에게 정확한 데이터를 제공	1.외교부 한국국제교류재단 공공외교 사업별 실적내역 2.문화체육관광부 한국국제문화교류진흥원 해외한류실태조사 연례보고서	아이디어 기획
외교부	2025	장려상	100		렛츠끼끼	지방외교 통합지원 GovTech 플랫폼, diplow	외교부 및 산하기관의 분산된 국제교류 관련 공공데이터를 통합하고, AI 기반 맞춤형 교류협력 전략을 자동 생성하는 GovTech 플랫폼으로, 지자체의 공공데이터 기반 과학적 지방외교 실현	1. 외교부_국가(지역)별 일반현황 2. 한국국제교류재단_공공외교 사업 정보 3. 한국국제협력단_국별협력사업 사업개요서 4. 한아프리카재단_지자체_아프리카 교류협력 사례	제품 또는 서비스 개발
지식재산처	2025	최우수상	600	완드	완드	변리사를 위한 특허 인텔리전스 솔루션	· (유사 특허 검색) AI를 활용한 자연어 기반 검색 엔진을 활용하여 Client와 상담한 내용만으로 유사 특허를 검색할 수 있는 솔루션 · (명세서 자동 작성) 유사 검색 결과를 통해 관련 분야의 명세서를 자동으로 작성해주는 솔루션	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
지식재산처	2025	우수상	300	핫와이드	핫와이드	글로벌 상표 무단선점 모니터링 시스템	· (상표 보호) AI 및 빅데이터 기술 기반의 글로벌 상표 무단선점 사례를 실시간으로 탐지하고 대응하는 솔루션	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
지식재산처	2025	우수상	300	마크웍스	마크웍스	상표 간 유사도 판단 및 능동 검색 기반 상표 출원 업무 지원 서비스	· (상표 유사도 분석) AI 기반의 유사 상표 검색 및 유사도 분석을 통한 출원 업무 지원 솔루션	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
지식재산처	2025	장려상	200	제이디기술컨설팅	제이디기술컨설팅	인공지능 기반의 기술사업화 유망기술 선별 및 수요기업 발굴 시스템	· (유망기술·수요기업 분석) M&amp;A 데이터 및 특허데이터의 매핑을 통해 AI 기반의 기술사업화 유망기술 및 수요기업 발굴 솔루션 	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
지식재산처	2025	장려상	200	이디엠가젯	이디엠가젯	AI 기반 특허 청구항 구조 유사도 판단 솔루션	· (상표 유사도 분석) AI 기반의 유사 상표 검색 및 유사도 분석을 통한 출원 업무 지원 솔루션	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
충청남도	2025	대상&amp;특별상	대상 500 특별상 100		두드림	SolaLink	조도 기반 정밀농업을 위한 공공데이터 융합 센서 네트워크	기온, 습도, 강수량, 풍속 등 실시간 및 과거 관측 데이터(기상청)	아이디어 기획
충청남도	2025	대상	300	E-CUBE	E-CUBE	집중호우 대비 투수 블록	폐자원 60% 이상 자원을 재활용하여 집중호우(강수량 200mm) 대비하는 투수 블록	강수량증가, 집중호우 증가 위험 데이터(기상청) 폐각시 발생하는 탄소배출, 기후변화 추이(환경부) 제3차 환경관리해역 기본계획, 해양패기물 활용방안(해수부)	제품 및 시버스 개발
충청남도	2025	최우수상	100	㈜천년식향	㈜천년식향	NutriMap Steak	지역 건강 통계 기반 맞춤 설계를 통해 구현한 데이터 기반 대체육	지역사회건강조사 비만율(충청남도)	제품 및 시버스 개발
충청남도	2025	최우수상	100		이지선	스마트 인지 저하 진단 솔루션&amp;경도인지장애 홀몸 케어 서비스	경도인지장애부터 초기치매까지 의료서비스 제공 및 경력단절 간호사 일자리 창출	전국 고령화현황 통계(통계청) 제3차 장기요양기본계획(국회예산정책처) 치매 현황분석, 1인가구 실태조사 및 분석 등(보건복지부)	아이디어 기획
충청남도	2025	우수상	50		이영서	책나루	공공도서관 소장정보 API 기반으로 개발한, 사용자가 설정한 공공도서관을 기준으로 다양한 독서서비스들과 맞춤형 추천을 지원하는 공공도서관 기반 독서 통합 플랫폼	도서관 정보나루 API	제품 및 시버스 개발
충청남도	2025	우수상	50		한재원	영양건강 Talk 비서	만 65세 이상 노인 주요 건강정보를 음성, 사진으로 직접 기록하고 그 정보를 보호자, 전문가, 공공기관과 실시간 공유하여 맞춤형 건강 관리를 가능케 하는 플랫폼	식품영양성분 데이터베이스(식약처) 건강기능식품 기능성 원료 정보(식약처) 어린이 및 고령자용 식품정보(식약처)	아이디어 기획
행정안전부	2025	대상	400		꾸꾸네 인력	이어드림	이어드림 - 필요한 곳에 꼭 맞게 닿는 스마트 구호 연결망	재난 현황(행안부), 인구데이터(통계청)	제품 및 서비스 개발
행정안전부	2025	최우수상	200		서울시 120	민원 대응 시스템	120다산콜재단 AI 기반 실시간 침수 민원 대응 시스템	침수흔적도(행안부), 에특보 API(기상청)	아이디어 기획
행정안전부	2025	최우수상	200		김해시	구난·대피시설 길 안내 서비스	전국최초' 재난대응정보 구축 및 구난·대피시설 길 안내 서비스 운영	통합대피소(행안부), 무더위쉼터(행안부)	제품 및 서비스 개발
울산광역시	2025	대상	250	디탭	디탭	팩토리 E-DNA 플랫폼	제조기업의 에너지 DNA를 분석하여 제안하는 AI Agent 플랫폼	공공데이터 포털, 국가 공간정보포털  GIS, 안전사고 발생지, 환경정보 	아이디어 기획
울산광역시	2025	우수상	150		빅웨이브	AI 영상생성 치매환자 화상치료플랫폼(기억지기)	지역 옛사진 공공데이터를 기반으로 영상을 생성하여 치매환자의 인지자극과 기억 회복을 돕는 개인맞춤형 화상치료 플랫폼	공공 데이터 포털 불법 주정차 데이터,공영주차장 위치 데이터 	아이디어 기획
울산광역시	2025	장려상	50		커리어스탬프	커리어스탬프	고용보험 자격 득실 확인 기반으로 경력증명서를 실시간 생성 및 제공하는 경력 인증 서비스 플랫폼	공공데이터 포털, 약국, 병원, 카페, 복지시설 정보, 장애인 복지 서비스 지원센터 정보	아이디어 기획
울산광역시	2025	대상	400		바름	바름	한국에 거주하거나 이주를 준비중인 외국인들의 안정적인 정착과 사회 통합을 지원하는 올인원 플랫폼		제품 및 서비스개발
울산광역시	2025	우수상	250		Triplets	Wishnest	난임 여성의 체계적 임신 준비를 돕는 맞춤형 디지털 헬스케어 서비스	국토교통부 공공데이터 자동차종합정보	제품 및 서비스개발
